ID,Prey,PreyGroup,Predator,PredGroup,PredStrategy,FoodSource,Reference,Reference_link,Observation
1183,Eunereis_patagonica,Polychaeta,Glycera_papillosa,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Nereididae,Inferred from Nereididae
1184,Nicon_maculata,Polychaeta,Glycera_papillosa,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Nereididae,Inferred from Nereididae
1185,Syllidae,Polychaeta,Glycera_papillosa,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Syllidae,
1186,Cumacea *,Cumacea,Glycera_papillosa,Polychaeta,Hunter,Heterotroph,Retiere_1967,See LeonGonzalez_etal_2009 (pag 215),* consultar S. Calla
1187,Rhincalanus_gigas,Copepoda,Gorgonocephalus_chilensis,Echinodermata,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/iDiv.283-3-756,
1188,Calanus_spp,Copepoda,Gorgonocephalus_chilensis,Echinodermata,Hunter,Heterotroph,GATEWAy,https://doi.org/10.25829/iDiv.283-3-756,
1189,Zooplankton *,Zooplankton,Grammaria_abietina,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46552151,* need to be more specific (which Zooplankton?)
1190,Coscinodiscus_sp,Diatoms,Grimothea_gregaria,Decapoda,Suspension-feeder,Primary producer,Vinuesa&Varisco_2007,http://dx.doi.org/10.4067/S0717-71782007000200003,
1191,Echinoidea *,Echinodermata,Grimothea_gregaria,Decapoda,Hunter,Heterotroph,Vinuesa&Varisco_2007,http://dx.doi.org/10.4067/S0717-71782007000200003,
1192,Holothuroidea *,Echinodermata,Grimothea_gregaria,Decapoda,Hunter,Heterotroph,Vinuesa&Varisco_2007,http://dx.doi.org/10.4067/S0717-71782007000200003,
1193,Ophiuroidea *,Echinodermata,Grimothea_gregaria,Decapoda,Hunter,Heterotroph,Vinuesa&Varisco_2007,http://dx.doi.org/10.4067/S0717-71782007000200003,
1194,Foraminifera,Foraminifera,Grimothea_gregaria,Decapoda,Suspension-feeder,Primary producer,Vinuesa&Varisco_2007,http://dx.doi.org/10.4067/S0717-71782007000200003,
1195,Polychaeta *,Polychaeta,Grimothea_gregaria,Decapoda,Hunter,Heterotroph,Vinuesa&Varisco_2007,http://dx.doi.org/10.4067/S0717-71782007000200003,
1196,Porifera *,Porifera,Grimothea_gregaria,Decapoda,Hunter,Heterotroph,Vinuesa&Varisco_2007,http://dx.doi.org/10.4067/S0717-71782007000200003,
1197,Cumacea *,Cumacea,Grimothea_gregaria,Decapoda,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46505264,* need to be more specific (which Cumacea?)
1198,Emiliania_huxleyi,Coccolithophorids,Gymnodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,Encyclopedia of Life,https://eol.org/pages/901805,
1199,Phaeocystis_antarctica,Coccolithophorids,Gymnodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gymnodinium&targetTaxon,
1200,Coscinodiscus_sp,Diatoms,Gymnodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gymnodinium&targetTaxon,
1201,Thalassionema_nitzschioides,Diatoms,Gymnodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gymnodinium&targetTaxon,
1202,Synechococcus_sp,Picophytoplankton,Gymnodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gymnodinium&targetTaxon,
1203,Diatoms_benthic,Diatoms,Gyrodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gyrodinium&targetTaxon,* need to be more specific (which Bacillariophyceae?)
1204,Diatoms_centric,Diatoms,Gyrodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gyrodinium&targetTaxon,* need to be more specific (which Bacillariophyceae?)
1205,Diatoms_pennate,Diatoms,Gyrodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gyrodinium&targetTaxon,* need to be more specific (which Bacillariophyceae?)
1206,Zooplankton *,Zooplankton,Halecium_beanii,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46551948,* need to be more specific (which Zooplankton?)
1207,Zooplankton *,Zooplankton,Halecium_delicatulum,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46551931,* need to be more specific (which Zooplankton?)
1208,Zooplankton *,Zooplankton,Halecium_jaederholmi,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46551988,* need to be more specific (which Zooplankton?)
1209,Aglaophamus_virginis,Polychaeta,Halicarcinus_planatus,Decapoda,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Aglaophamus,
1210,Detritus,Non-living,Halicarcinus_planatus,Decapoda,Suspension-feeder,Detritus,LeBourg_PhDTesis_2020,https://www.researchgate.net/publication/342305523_Trophic_ecology_of_Southern_Ocean_sea_stars_Influence_of_environmental_drivers_on_trophic_diversity,
1211,Amphipoda *,Amphipoda,Halicarcinus_planatus,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,* sp < 25 mm. Consultar M Diez
1212,Isopoda *,Isopoda,Halicarcinus_planatus,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,* sp < 25 mm. Consultar M Diez
1213,Azadinium_sp,Dinoflagellates,Halichondrida,Porifera,Suspension-feeder,Primary producer,Koopmans_etal_2015,https://doi.org/10.1007/s10126-014-9594-8,Inferred from Halichondria_panicea
1214,Dinoflagellates_heterosol,Dinoflagellates,Halichondrida,Porifera,Suspension-feeder,Heterotroph,Koopmans_etal_2015,https://doi.org/10.1007/s10126-014-9594-8,Inferred from Halichondria_panicea
1215,Gymnodinium_sp,Dinoflagellates,Halichondrida,Porifera,Suspension-feeder,Primary producer,Koopmans_etal_2015,https://doi.org/10.1007/s10126-014-9594-8,Inferred from Halichondria_panicea
1216,Bacteria,Bacteria,Halichondrida,Porifera,Suspension-feeder,Bacteria,Lüskow_etal_2019,https://doi.org/10.3354/meps12785,Inferred from Halichondria_panicea
1217,Diatoms_benthic,Diatoms,Halichondrida,Porifera,Suspension-feeder,Primary producer,Lüskow_etal_2019,https://doi.org/10.3354/meps12785,Inferred from Halichondria_panicea
1218,Diatoms_centric,Diatoms,Halichondrida,Porifera,Suspension-feeder,Primary producer,Lüskow_etal_2019,https://doi.org/10.3354/meps12785,Inferred from Halichondria_panicea
1219,Diatoms_pennate,Diatoms,Halichondrida,Porifera,Suspension-feeder,Primary producer,Lüskow_etal_2019,https://doi.org/10.3354/meps12785,Inferred from Halichondria_panicea
1220,Diatoms_benthic,Diatoms,Haliclona_sp,Porifera,Suspension-feeder,Primary producer,Marina_etal_2018,https://doi.org/10.1016/j.ecss.2017.10.015,Inferred from Potter Cove FW (Antarctic Peninsula)
1221,Diatoms_centric,Diatoms,Haliclona_sp,Porifera,Suspension-feeder,Primary producer,Marina_etal_2018,https://doi.org/10.1016/j.ecss.2017.10.015,Inferred from Potter Cove FW (Antarctic Peninsula)
1222,Diatoms_pennate,Diatoms,Haliclona_sp,Porifera,Suspension-feeder,Primary producer,Marina_etal_2018,https://doi.org/10.1016/j.ecss.2017.10.015,Inferred from Potter Cove FW (Antarctic Peninsula)
1223,Detritus,Non-living,Haliclona_sp,Porifera,Suspension-feeder,Detritus,Marina_etal_2018,https://doi.org/10.1016/j.ecss.2017.10.015,Inferred from Potter Cove FW (Antarctic Peninsula)
1224,Detritus,Non-living,Haliclona_sp,Porifera,Suspension-feeder,Detritus,Marina_etal_2018,https://doi.org/10.1016/j.ecss.2017.10.015,Inferred from Potter Cove FW (Antarctic Peninsula)
1225,Emiliania_huxleyi,Coccolithophorids,Haliclona_sp,Porifera,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
1226,Phaeocystis_antarctica,Coccolithophorids,Haliclona_sp,Porifera,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
1227,Azadinium_sp,Dinoflagellates,Haliclona_sp,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",Inferred from Porifera
1228,Dinophysis_acuminata,Dinoflagellates,Haliclona_sp,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",Inferred from Porifera
1229,Foraminifera,Foraminifera,Haliclona_sp,Porifera,Suspension-feeder,Heterotroph,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",Inferred from Porifera
1230,Synechococcus_sp,Picophytoplankton,Haliclona_sp,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",Inferred from Porifera
1231,Dictyocha_speculum,Silicoflagellates,Haliclona_sp,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",Inferred from Porifera
1232,Phaeocystis_antarctica,Coccolithophorids,Haplocheira_barbimana_robusta,Amphipoda,Suspension-feeder,Primary producer,GATEWAy,https://doi.org/10.25829/iDiv.283-3-756,Inferred from Haplocheira plumosa
1233,Diatoms_centric,Diatoms,Haplocheira_barbimana_robusta,Amphipoda,Suspension-feeder,Primary producer,GATEWAy,https://doi.org/10.25829/iDiv.283-3-756,Inferred from Haplocheira plumosa
1234,Diatoms_pennate,Diatoms,Haplocheira_barbimana_robusta,Amphipoda,Suspension-feeder,Primary producer,GATEWAy,https://doi.org/10.25829/iDiv.283-3-756,Inferred from Haplocheira plumosa
1235,Rhizosolenia_crassa,Diatoms,Haplocheira_barbimana_robusta,Amphipoda,Suspension-feeder,Primary producer,GATEWAy,https://doi.org/10.25829/iDiv.283-3-756,Inferred from Haplocheira plumosa
1236,Dinoflagellates_heterosol,Dinoflagellates,Haplocheira_barbimana_robusta,Amphipoda,Suspension-feeder,Primary producer,GATEWAy,https://doi.org/10.25829/iDiv.283-3-756,Inferred from Haplocheira plumosa
1237,Detritus,Non-living,Haplocheira_barbimana_robusta,Amphipoda,Suspension-feeder,Detritus,GATEWAy,https://doi.org/10.25829/iDiv.283-3-756,Inferred from Haplocheira plumosa
1238,Dictyocha_speculum,Silicoflagellates,Haplocheira_barbimana_robusta,Amphipoda,Suspension-feeder,Primary producer,GATEWAy,https://doi.org/10.25829/iDiv.283-3-756,Inferred from Haplocheira plumosa
1239,Amphipoda *,Amphipoda,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Harmothoe_imbricata; * need to be more specific (which Amphipoda?)
1240,Diatoms_benthic,Diatoms,Harmothoe_sp,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Bacillariophyceae?)
1241,Diatoms_centric,Diatoms,Harmothoe_sp,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Bacillariophyceae?)
1242,Diatoms_pennate,Diatoms,Harmothoe_sp,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Bacillariophyceae?)
1243,Porifera *,Porifera,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Harmothoe_imbricata; * need to be more specific (which Porifera?)
1244,Foraminifera,Foraminifera,Harmothoe_sp,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Foraminifera,
1245,Colossendeis_megalonyx,Benthos_Misc,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,
1246,Bryozoa,Bryozoa,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,
1247,Bryozoa,Bryozoa,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,
1248,Hydrozoa *,Cnidaria,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,* need to be more specific (which Hydrozoa?)
1249,Holothuroidea *,Echinodermata,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,* need to be more specific (which Holothuroidea?)
1250,Isopoda *,Isopoda,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,* need to be more specific (which Isopoda?)
1251,Detritus,Non-living,Harmothoe_sp,Polychaeta,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,
1252,Zooplankton *,Zooplankton,Hebella_striata,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46553285,* need to be more specific (which Zooplankton?)
1253,Detritus,Non-living,Hemilamprops_chilensis,Cumacea,Deposit-feeder,Detritus,Roccatagliata_pers.com.,NA,
1254,Bacteria,Bacteria,Henricia_obesa,Echinodermata,Suspension-feeder,Primary producer,Anderson_1960,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1255,Diatoms_centric,Diatoms,Henricia_obesa,Echinodermata,Suspension-feeder,Primary producer,Anderson_1960,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1256,Diatoms_pennate,Diatoms,Henricia_obesa,Echinodermata,Suspension-feeder,Primary producer,Anderson_1960,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1257,Foraminifera,Foraminifera,Henricia_obesa,Echinodermata,Suspension-feeder,Primary producer,Anderson_1961,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1258,Diatoms_benthic,Diatoms,Henricia_obesa,Echinodermata,Suspension-feeder,Primary producer,Anderson_1962,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1259,Bacteria,Bacteria,Henricia_studeri,Echinodermata,Suspension-feeder,Primary producer,Anderson_1963,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1260,Diatoms_centric,Diatoms,Henricia_studeri,Echinodermata,Suspension-feeder,Primary producer,Anderson_1964,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1261,Diatoms_pennate,Diatoms,Henricia_studeri,Echinodermata,Suspension-feeder,Primary producer,Anderson_1965,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1262,Foraminifera,Foraminifera,Henricia_studeri,Echinodermata,Suspension-feeder,Primary producer,Anderson_1966,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1263,Diatoms_benthic,Diatoms,Henricia_studeri,Echinodermata,Suspension-feeder,Primary producer,Anderson_1967,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1264,Zooplankton *,Zooplankton,Hermadion_magalhaensi,Polychaeta,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/460767,
1265,Synechococcus_sp,Picophytoplankton,Hexactinellida,Porifera,Suspension-feeder,Primary producer,Pile&Young_2006,https://doi.org/10.1016/j.dsr.2006.03.008,Inferred from Hexactinellida Sericolophus_hawaiicus
1266,Bacteria,Bacteria,Hexactinellida,Porifera,Suspension-feeder,Bacteria,Yahel_etal_2007,https://doi.org/10.4319/lo.2007.52.1.0428,
1267,Gyrodinium_sp,Dinoflagellates,Hexactinellida,Porifera,Suspension-feeder,Heterotroph,Yahel_etal_2007,https://doi.org/10.4319/lo.2007.52.1.0428,Inferred from Pico and Nano Heterotrophs
1268,Protoperidinium_sp,Dinoflagellates,Hexactinellida,Porifera,Suspension-feeder,Heterotroph,Yahel_etal_2007,https://doi.org/10.4319/lo.2007.52.1.0428,Inferred from Pico and Nano Heterotrophs
1269,Foraminifera,Foraminifera,Hexactinellida,Porifera,Suspension-feeder,Heterotroph,Yahel_etal_2007,https://doi.org/10.4319/lo.2007.52.1.0428,Inferred from Pico and Nano Heterotrophs
1270,Emiliania_huxleyi,Coccolithophorids,Hiatella_sp,Bivalvia,Suspension-feeder,Primary producer,Petersen_etal_2003,https://doi.org/10.1007/s00300-003-0483-2,
1271,Diatoms_benthic,Phytoplankton,Hiatella_sp,Bivalvia,Suspension-feeder,Primary producer,Petersen_etal_2003,https://doi.org/10.1007/s00300-003-0483-2,
1272,Diatoms_centric,Phytoplankton,Hiatella_sp,Bivalvia,Suspension-feeder,Primary producer,Petersen_etal_2003,https://doi.org/10.1007/s00300-003-0483-2,
1273,Diatoms_pennate,Phytoplankton,Hiatella_sp,Bivalvia,Suspension-feeder,Primary producer,Petersen_etal_2003,https://doi.org/10.1007/s00300-003-0483-2,
1274,Zooplankton *,Zooplankton,Hincksella_stolonifera,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46553255,* need to be more specific (which Zooplankton?)
1275,Convexella_magelhaenica,Coral,Hippasteria_falklandica,Echinodermata,Hunter,Heterotroph,Mah_2006,https://repository.si.edu/bitstream/handle/10088/21587/iz_Circeaster_Mah.pdf,Inferred from Octocoral
1276,Ideogorgia_laurae,Coral,Hippasteria_falklandica,Echinodermata,Hunter,Heterotroph,Mah_2006,https://repository.si.edu/bitstream/handle/10088/21587/iz_Circeaster_Mah.pdf,Inferred from Octocoral
1277,Primnoella_scotiae,Coral,Hippasteria_falklandica,Echinodermata,Hunter,Heterotroph,Mah_2006,https://repository.si.edu/bitstream/handle/10088/21587/iz_Circeaster_Mah.pdf,Inferred from Octocoral
1278,Primnoisis_antarctica,Coral,Hippasteria_falklandica,Echinodermata,Hunter,Heterotroph,Mah_2006,https://repository.si.edu/bitstream/handle/10088/21587/iz_Circeaster_Mah.pdf,Inferred from Octocoral
1279,Detritus,Non-living,Holostylis_uniramosa,Cumacea,Deposit-feeder,Detritus,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Ekleptostylis_debroyeri
1280,Balticina_africana,Cnidaria,Hormathia_pectinata,Cnidaria,Suspension-feeder,Heterotroph,Schejter_etal_2018,https://ri.conicet.gov.ar/handle/11336/98394,
1281,Foraminifera,Foraminifera,Hyalinoecia_artifex,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,
1282,Peracarida *,Isopoda,Hyalinoecia_artifex,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Peracarida?)
1283,Doryteuthis_gahi,Cephalopoda,Hyperoodon_planifrons,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017,https://doi.org/10.3354/meps12296,
1284,Dissostichus_eleginoides,Fish_BenPel,Hyperoodon_planifrons,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017,https://doi.org/10.3354/meps12296,
1285,Micromesistius_australis,Fish_Pel,Hyperoodon_planifrons,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017,https://doi.org/10.3354/meps12296,
1286,Macruronus_novaezelandiae,Fish_BenPel,Hyperoodon_planifrons,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1287,Detritus,Non-living,Ianiropsis_sp,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1288,Detritus,Non-living,Ianthopsis_laevis,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1289,Detritus,Non-living,Iathrippa_menziesi,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1290,Detritus,Non-living,Iathrippa_multidens,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1291,Detritus,Non-living,Iathrippa_sp,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1292,Bacteria,Bacteria,Ideogorgia_laurae,Coral,Suspension-feeder,Bacteria,Elias-Piera_etal_2013,https://doi.org/10.3354/meps10152,Inferred from Octocoral
1293,Diatoms_benthic,Diatoms,Ideogorgia_laurae,Coral,Suspension-feeder,Primary producer,Orejas_etal_2003,https://doi.org/10.3354/meps250105,Inferred from Octocoral
1294,Detritus,Non-living,Ideogorgia_laurae,Coral,Suspension-feeder,Detritus,Orejas_etal_2003,https://doi.org/10.3354/meps250105,Inferred from Octocoral
1295,Tinerfe_cyanea,Zooplankton,Iluocoetes_fimbriatus,Fish_Demersal,Hunter,Heterotroph,Mianzan_etal_1996,https://doi.org/10.1016/0165-7836(95)00459-9,
1296,Zooplankton *,Zooplankton,Inferiolabiata_lowei,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46551224,* need to be more specific (which Zooplankton?)
1297,Porifera *,Porifera,Iphimediidae,Amphipoda,Carnivore,Heterotroph,Dauby_etal_2001,https://doi.org/10.1023/A:1017596120422,Inferred from Iphimediidae
1298,Bacteria,Bacteria,Isodictya_sp,Porifera,Suspension-feeder,Bacteria,Thurber_2007,https://doi.org/10.3354/meps07122,
1299,Phytoplankton *,Phytoplankton,Isometra_vivipara,Echinodermata,Grazer,Primary producer,Encyclopedia of Life,https://eol.org/pages/4705568,
1300,Diatoms_benthic,Diatoms,Jassa_alonsoae,Amphipoda,Suspension-feeder,Primary producer,Dauby_etal_2001,https://doi.org/10.1023/A:1017596120422,Inferred from Jassa_goniamera
1301,Diatoms_centric,Diatoms,Jassa_alonsoae,Amphipoda,Suspension-feeder,Primary producer,Dauby_etal_2001,https://doi.org/10.1023/A:1017596120422,Inferred from Jassa_goniamera
1302,Diatoms_pennate,Diatoms,Jassa_alonsoae,Amphipoda,Suspension-feeder,Primary producer,Dauby_etal_2001,https://doi.org/10.1023/A:1017596120422,Inferred from Jassa_goniamera
1303,Copepoda *,Zooplankton,Jassa_alonsoae,Amphipoda,Suspension-feeder,Heterotroph,Dauby_etal_2001,https://doi.org/10.1023/A:1017596120422,Inferred from Jassa_goniamera
1304,Detritus,Non-living,Joeropsis_curvicornis,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1305,Detritus,Non-living,Joeropsis_intermedius,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1306,Detritus,Non-living,Joeropsis_sp,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1307,Bacteria,Bacteria,Laboea_strobila,Ciliates,Suspension-feeder,Bacteria,Bernard&Rassoulzadegan_1990,https://www.int-res.com/articles/meps/64/m064p147.pdf,Inferred from Ciliates
1308,Amphipoda *,Amphipoda,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Amphipoda?)
1309,Colossendeis_megalonyx,Benthos_Misc,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Pycnogonida
1310,Ophiuroidea *,Echinodermata,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Ophiuroidea?)
1311,Isopoda *,Isopoda,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Isopoda?)
1312,Detritus,Non-living,Laetmonice_producta,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,
1313,Ophiacantha_sp,Echinodermata,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/464065,
1314,Hydrozoa *,Cnidaria,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Pettibone_1963,See LeonGonzalez_etal_2009 (pag 89),
1315,Diatoms_benthic,Diatoms,Laetmonice_producta,Polychaeta,Deposit-feeder,Primary producer,Pettibone_1963,See LeonGonzalez_etal_2009 (pag 89),
1316,Diatoms_centric,Diatoms,Laetmonice_producta,Polychaeta,Deposit-feeder,Primary producer,Pettibone_1963,See LeonGonzalez_etal_2009 (pag 89),
1317,Diatoms_pennate,Diatoms,Laetmonice_producta,Polychaeta,Deposit-feeder,Primary producer,Pettibone_1963,See LeonGonzalez_etal_2009 (pag 89),
1318,Polychaeta *,Polychaeta,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Pettibone_1963,See LeonGonzalez_etal_2009 (pag 89),
1319,Porifera *,Porifera,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Pettibone_1963,See LeonGonzalez_etal_2009 (pag 89),
1320,Zooplankton *,Zooplankton,Lafoea_dumosa,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46552160,* need to be more specific (which Zooplankton?)
1321,Pogonolycus_elegans,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010,https://doi.org/10.3354/meps08826,
1322,Iluocoetes_fimbriatus,Fish_Demersal,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010,https://doi.org/10.3354/meps08826,
1323,Melanostigma_gelatinosum,Fish_Demersal,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010,https://doi.org/10.3354/meps08826,
1324,Doryteuthis_gahi,Cephalopoda,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1325,Enteroctopodidae,Cephalopoda,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1326,Grimothea_gregaria,Decapoda,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1327,Patagonotothen_cornucola,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
