,Prey,PreyGroup,Predator,PredGroup,PredStrategy,FoodSource,Reference,Reference_link,Observation
903,Colpospirella_algida,Gastropoda,Fuegotrophon_pallidus,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.,NA,
904,Cyclochlamys_argentina,Bivalvia,Fuegotrophon_pallidus,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.,NA,
905,Epitonium_sp,Gastropoda,Fuegotrophon_pallidus,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.,NA,
906,Eurhomalea_sp,Bivalvia,Fuegotrophon_pallidus,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.,NA,
907,Hiatella_sp,Bivalvia,Fuegotrophon_pallidus,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.,NA,
908,Liothyrella_uva,Brachiopoda,Fuegotrophon_pallidus,Gastropoda,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,Colapsar las 3 sp de Brachiopoda?
909,Liothyrella_uva,Brachiopoda,Fuegotrophon_pallidus,Gastropoda,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
910,Magellania_venosa,Brachiopoda,Fuegotrophon_pallidus,Gastropoda,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,Colapsar las 3 sp de Brachiopoda?
911,Magellania_venosa,Brachiopoda,Fuegotrophon_pallidus,Gastropoda,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
912,Odostomia_sp,Gastropoda,Fuegotrophon_pallidus,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.,NA,
913,Pellilitorina_pellita,Gastropoda,Fuegotrophon_pallidus,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.,NA,
914,Terebratella_dorsata,Brachiopoda,Fuegotrophon_pallidus,Gastropoda,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,Colapsar las 3 sp de Brachiopoda?
915,Terebratella_dorsata,Brachiopoda,Fuegotrophon_pallidus,Gastropoda,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
916,Zygochlamys_patagonica,Bivalvia,Fuegotrophon_pallidus,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.,NA,
917,Amphipoda *,Amphipoda,Fulmarus_glacialoides,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/45511495,
918,Dissostichus_eleginoides,Fish_BenPel,Fulmarus_glacialoides,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/45511495,
919,Doryteuthis_gahi,Cephalopoda,Fulmarus_glacialoides,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/45511495,
920,Euphausia_spp,Zooplankton,Fulmarus_glacialoides,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=eats&resultType=json&sourceTaxon=Fulmarus%20glacialoides,
921,Necromass,Non-living,Fulmarus_glacialoides,SeaBirds,Scavenger,Necromass,RayaRey_pers.com.,NA,
922,Sprattus_fuegensis,Fish_Pel,Fulmarus_glacialoides,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.,NA,
923,Themisto_gaudichaudii,Amphipoda,Fulmarus_glacialoides,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.,NA,
924,Psolus_antarcticus,Echinodermata,Fusitriton_magellanicus,Gastropoda,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Psolus,Inferred from Psolus_sp
925,Psolus_antarcticus,Echinodermata,Fusitriton_magellanicus,Gastropoda,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Psolus,
926,Psolus_patagonicus,Echinodermata,Fusitriton_magellanicus,Gastropoda,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Psolus,Inferred from Psolus_sp
927,Psolus_patagonicus,Echinodermata,Fusitriton_magellanicus,Gastropoda,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Psolus,
928,Psolus_segregatus,Echinodermata,Fusitriton_magellanicus,Gastropoda,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Psolus,Inferred from Psolus_sp
929,Psolus_segregatus,Echinodermata,Fusitriton_magellanicus,Gastropoda,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Psolus,
930,Sabellidae,Polychaeta,Fusitriton_magellanicus,Gastropoda,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Sabellidae,
931,Zygochlamys_patagonica,Bivalvia,Fusitriton_magellanicus,Gastropoda,Hunter,Heterotroph,Botto_etal_2006,https://doi.org/10.1016/j.fishres.2006.06.001,
932,Coelorinchus_fasciatus,Fish_BenPel,Genypterus_blacodes,Fish_Demersal,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46564798,
933,Coelorinchus_fasciatus,Fish_Demersal,Genypterus_blacodes,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Coelorinchus%20fasciatus,
934,Doryteuthis_gahi,Cephalopoda,Genypterus_blacodes,Fish_Demersal,Hunter,Heterotroph,FishBase,https://www.fishbase.in/trophiceco/DietCompoSummary.php?dietcode=683&genusname=Genypterus&speciesname=blacodes,
935,Enteroctopus_megalocyathus,Cephalopoda,Genypterus_blacodes,Fish_Demersal,Hunter,Heterotroph,Cousseau&Perrotta_2000,https://www.inidep.edu.ar/wordpress/?page_id=839,
936,Euphausia_spp,Zooplankton,Genypterus_blacodes,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Genypterus%20blacodes,
937,Isopoda *,Isopoda,Genypterus_blacodes,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Genypterus%20blacodes,
938,Macrouridae *,Fish_BenPel,Genypterus_blacodes,Fish_Demersal,Hunter,Heterotroph,FishBase,https://www.fishbase.in/trophiceco/DietCompoSummary.php?dietcode=683&genusname=Genypterus&speciesname=blacodes,* need to be more specific (which Macrouridae?)
939,Mancopsetta_maculata,Fish_Demersal,Genypterus_blacodes,Fish_Demersal,Hunter,Heterotroph,FishBase,https://www.fishbase.in/trophiceco/DietCompoSummary.php?dietcode=683&genusname=Genypterus&speciesname=blacodes,
940,Micromesistius_australis,Fish_Pel,Genypterus_blacodes,Fish_Demersal,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46565540,
941,Munida_gregaria,Decapoda,Genypterus_blacodes,Fish_Demersal,Hunter,Heterotroph,Vinuesa&Varisco_2007,http://dx.doi.org/10.4067/S0717-71782007000200003,
942,Notophycis_marginata,Fish_BenPel,Genypterus_blacodes,Fish_Demersal,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46565540,
943,Ophiuroidea *,Echinodermata,Genypterus_blacodes,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Genypterus%20blacodes,
944,Bacillariophyceae *,Bacillariophyceae,Glabraster_antarctica,Echinodermata,Grazer,Primary producer,Encyclopedia of Life,https://eol.org/pages/45328729,
945,Detritus,Non-living,Glabraster_antarctica,Echinodermata,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Glabraster%20antarctica,
946,Dissostichus_eleginoides,Fish_BenPel,Globicephala_melas,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
947,Doryteuthis_gahi,Cephalopoda,Globicephala_melas,MarineMammals_3,Hunter,Heterotroph,Clarke&Goodall_1994,https://doi.org/10.1017/S0954102094000234,
948,Enteroctopus_megalocyathus,Cephalopoda,Globicephala_melas,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
949,Lepidonotothen_squamifrons,Fish_BenPel,Globicephala_melas,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
950,Macruronus_novaezelandiae,Fish_BenPel,Globicephala_melas,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
951,Patagonotothen_cornucola,Fish_BenPel,Globicephala_melas,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
952,Patagonotothen_guntheri,Fish_BenPel,Globicephala_melas,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
953,Patagonotothen_kreffti,Fish_BenPel,Globicephala_melas,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
954,Patagonotothen_ramsayi,Fish_BenPel,Globicephala_melas,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
955,Cumacea *,Cumacea,Glycera_capitata,Polychaeta,Hunter,Heterotroph,Retiere_1967,Ver LeonGonzalez_etal_2009 (pag 215),* consultar S. Calla
956,Detritus,Non-living,Glycera_capitata,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,
957,Eunereis_patagonica,Polychaeta,Glycera_capitata,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Nereididae,Inferred from Nereididae
958,Nicon_maculata,Polychaeta,Glycera_capitata,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Nereididae,Inferred from Nereididae
959,Syllidae,Polychaeta,Glycera_capitata,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Syllidae,
960,Cumacea *,Cumacea,Glycera_papillosa,Polychaeta,Hunter,Heterotroph,Retiere_1967,Ver LeonGonzalez_etal_2009 (pag 215),* consultar S. Calla
961,Detritus,Non-living,Glycera_papillosa,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Glycera_capitata
962,Eunereis_patagonica,Polychaeta,Glycera_papillosa,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Nereididae,Inferred from Nereididae
963,Nicon_maculata,Polychaeta,Glycera_papillosa,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Nereididae,Inferred from Nereididae
964,Syllidae,Polychaeta,Glycera_papillosa,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Syllidae,
965,Zooplankton *,Zooplankton,Grammaria_abietina,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46552151,* need to be more specific (which Zooplankton?)
966,Coscinodiscus_sp,Bacillariophyceae,Gymnodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gymnodinium&targetTaxon,
967,Emiliania_huxleyi,Coccolithophorids,Gymnodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,Encyclopedia of Life,https://eol.org/pages/901805,
968,Phaeocystis_antarctica,Coccolithophorids,Gymnodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gymnodinium&targetTaxon,
969,Synechococcus_sp,Picophytoplankton,Gymnodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gymnodinium&targetTaxon,
970,Thalassionema_nitzschioides,Bacillariophyceae,Gymnodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gymnodinium&targetTaxon,
971,Bacillariophyceae *,Bacillariophyceae,Gyrodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gyrodinium&targetTaxon,* need to be more specific (which Bacillariophyceae?)
972,Zooplankton *,Zooplankton,Halecium_beanii,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46551948,* need to be more specific (which Zooplankton?)
973,Zooplankton *,Zooplankton,Halecium_delicatulum,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46551931,* need to be more specific (which Zooplankton?)
974,Zooplankton *,Zooplankton,Halecium_jaederholmi,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46551988,* need to be more specific (which Zooplankton?)
975,Aglaophamus_virginis,Polychaeta,Halicarcinus_planatus,Decapoda,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Aglaophamus,
976,Amphipoda *,Amphipoda,Halicarcinus_planatus,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,* sp < 25 mm. Consultar M Diez
977,Detritus,Non-living,Halicarcinus_planatus,Decapoda,Suspension-feeder,Detritus,LeBourg_PhDTesis_2020,https://www.researchgate.net/publication/342305523_Trophic_ecology_of_Southern_Ocean_sea_stars_Influence_of_environmental_drivers_on_trophic_diversity,
978,Isopoda *,Isopoda,Halicarcinus_planatus,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,NA,* sp < 25 mm. Consultar M Diez
979,Bacillariophyceae *,Bacillariophyceae,Haliclona_sp,Porifera,Suspension-feeder,Primary producer,Marina_etal_2018,https://doi.org/10.1016/j.ecss.2017.10.015,Inferred from Potter Cove FW (Antarctic Peninsula); * need to be more specific (which Bacillariophyceae?)
980,Detritus,Non-living,Haliclona_sp,Porifera,Suspension-feeder,Detritus,Marina_etal_2018,https://doi.org/10.1016/j.ecss.2017.10.015,Inferred from Potter Cove FW (Antarctic Peninsula)
981,Amphipoda *,Amphipoda,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Harmothoe_imbricata; * need to be more specific (which Amphipoda?)
982,Aspidostoma_giganteum,Bryozoa,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,
983,Bacillariophyceae *,Bacillariophyceae,Harmothoe_sp,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Bacillariophyceae?)
984,Burdwoodipora_paguricola,Bryozoa,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,
985,Colossendeis_megalonyx,Benthos_Misc,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,
986,Detritus,Non-living,Harmothoe_sp,Polychaeta,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,
987,Foraminifera,Foraminifera,Harmothoe_sp,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Foraminifera,
988,Holothuroidea *,Echinodermata,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,* need to be more specific (which Holothuroidea?)
989,Hydrozoa *,Cnidaria,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,* need to be more specific (which Hydrozoa?)
990,Isopoda *,Isopoda,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,* need to be more specific (which Isopoda?)
991,Porifera *,Porifera,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Harmothoe_imbricata; * need to be more specific (which Porifera?)
992,Zooplankton *,Zooplankton,Hebella_striata,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46553285,* need to be more specific (which Zooplankton?)
993,Detritus,Non-living,Hemilamprops_chilensis,Cumacea,Deposit-feeder,Detritus,Roccatagliata_pers.com.,NA,
994,Phytoplankton *,Phytoplankton,Henricia_obesa,Echinodermata,Grazer,Primary producer,Fraysse_pers.com.,NA,
995,Phytoplankton *,Phytoplankton,Henricia_studeri,Echinodermata,Grazer,Primary producer,Encyclopedia of Life,https://eol.org/pages/46556522,
996,Zooplankton *,Zooplankton,Hermadion_magalhaensi,Polychaeta,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/460767,
997,Zooplankton *,Zooplankton,Hincksella_stolonifera,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46553255,* need to be more specific (which Zooplankton?)
998,Octocorals,Cnidaria,Hippasteria_falklandica,Echinodermata,Hunter,Heterotroph,Mah_2006,https://repository.si.edu/bitstream/handle/10088/21587/iz_Circeaster_Mah.pdf,
999,Detritus,Non-living,Holostylis_uniramosa,Cumacea,Deposit-feeder,Detritus,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Ekleptostylis_debroyeri
1000,Anthoptilum_grandiflorum,Cnidaria,Hormathia_pectinata,Cnidaria,Suspension-feeder,Heterotroph,Schejter_etal_2018,https://ri.conicet.gov.ar/handle/11336/98394,
1001,Halipteris_africana,Cnidaria,Hormathia_pectinata,Cnidaria,Suspension-feeder,Heterotroph,Schejter_etal_2018,https://ri.conicet.gov.ar/handle/11336/98394,
1002,Foraminifera,Foraminifera,Hyalinoecia_artifex,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,
1003,Peracarida *,Isopoda,Hyalinoecia_artifex,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Peracarida?)
1004,Dissostichus_eleginoides,Fish_BenPel,Hyperoodon_planifrons,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017,https://doi.org/10.3354/meps12296,
1005,Doryteuthis_gahi,Cephalopoda,Hyperoodon_planifrons,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017,https://doi.org/10.3354/meps12296,
1006,Macruronus_novaezelandiae,Fish_BenPel,Hyperoodon_planifrons,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1007,Micromesistius_australis,Fish_Pel,Hyperoodon_planifrons,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017,https://doi.org/10.3354/meps12296,
1008,Detritus,Non-living,Ianiropsis_sp,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1009,Detritus,Non-living,Ianthopsis_laevis,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1010,Detritus,Non-living,Iathrippa_menziesi,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1011,Detritus,Non-living,Iathrippa_multidens,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1012,Detritus,Non-living,Iathrippa_sp,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1013,Tinerfe_cyanea,Zooplankton,Iluocoetes_fimbriatus,Fish_Demersal,Hunter,Heterotroph,Mianzan_etal_1996,https://doi.org/10.1016/0165-7836(95)00459-9,
1014,Zooplankton *,Zooplankton,Inferiolabiata_lowei,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46551224,* need to be more specific (which Zooplankton?)
1015,Bacteria,Bacteria,Isodictya_sp,Porifera,Suspension-feeder,Bacteria,Thurber_2007,https://doi.org/10.3354/meps07122,
1016,Phytoplankton *,Phytoplankton,Isometra_vivipara,Echinodermata,Grazer,Primary producer,Encyclopedia of Life,https://eol.org/pages/4705568,
1017,Detritus,Non-living,Joeropsis_curvicornis,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1018,Detritus,Non-living,Joeropsis_intermedius,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1019,Detritus,Non-living,Joeropsis_sp,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1020,Amphipoda *,Amphipoda,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Amphipoda?)
1021,Bacillariophyceae *,Bacillariophyceae,Laetmonice_producta,Polychaeta,Deposit-feeder,Primary producer,Pettibone_1963,Ver LeonGonzalez_etal_2009 (pag 89),
1022,Colossendeis_megalonyx,Benthos_Misc,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Pycnogonida
1023,Detritus,Non-living,Laetmonice_producta,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,
1024,Hydrozoa *,Cnidaria,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Pettibone_1963,Ver LeonGonzalez_etal_2009 (pag 89),
1025,Isopoda *,Isopoda,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Isopoda?)
1026,Ophiacantha_sp,Echinodermata,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/464065,
1027,Ophiuroidea *,Echinodermata,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Ophiuroidea?)
1028,Polychaeta *,Polychaeta,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Pettibone_1963,Ver LeonGonzalez_etal_2009 (pag 89),
1029,Porifera *,Porifera,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Pettibone_1963,Ver LeonGonzalez_etal_2009 (pag 89),
1030,Zooplankton *,Zooplankton,Lafoea_dumosa,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46552160,* need to be more specific (which Zooplankton?)
1031,Doryteuthis_gahi,Cephalopoda,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1032,Enteroctopus_megalocyathus,Cephalopoda,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1033,Iluocoetes_fimbriatus,Fish_Demersal,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010,https://doi.org/10.3354/meps08826,
1034,Melanostigma_gelatinosum,Fish_Demersal,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010,https://doi.org/10.3354/meps08826,
1035,Munida_gregaria,Decapoda,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1036,Patagonotothen_cornucola,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1037,Patagonotothen_elegans,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1038,Patagonotothen_guntheri,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1039,Patagonotothen_kreffti,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1040,Patagonotothen_ramsayi,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1041,Pogonolycus_elegans,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010,https://doi.org/10.3354/meps08826,
1042,Sprattus_fuegensis,Fish_Pel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1043,Actinopterygii *,Fish_BenPel,Lagenorhynchus_cruciger,MarineMammals_1,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Lagenorhynchus%20cruciger,* need to be more specific (which Actinopterygii?)
1044,Doryteuthis_gahi,Cephalopoda,Lagenorhynchus_cruciger,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010,https://doi.org/10.3354/meps08826,
1045,Sprattus_fuegensis,Fish_Pel,Lagenorhynchus_cruciger,MarineMammals_2,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Lagenorhynchus%20cruciger,* need to be more specific (which Actinopterygii?)
1046,Detritus,Non-living,Lanice_sp,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Lanice_conchilega
1047,Phytoplankton *,Phytoplankton,Lanice_sp,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Lanice_conchilega
1048,Appendicularia_spp,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Purcell_etal_2005,https://books.google.com.ar/books?hl=es&lr=&id=qSJsKEhV3FsC&oi=fnd&pg=PA365&dq=A+review+of+appendicularians+as+prey+of+invertebrates+and+fish+predators.&ots=lxJkByK4ZK&sig=B7IHglDwl20emsMMAZofZH9TTRU#v=onepage&q=A%20review%20of%20appendicularians%20as%20prey%20of%20invertebrates%20and%20fish%20predators.&f=false,
1049,Calanus_spp,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Capitanio_pers.com.,NA,Aggregated: Calanus_australis and Calanus_simillimus
1050,Copepodite,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Bruno_pers.com.,NA,
1051,Eggs_Fish,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Llopiz_2013,https://doi.org/10.1016/j.jmarsys.2012.05.002,
