ID,Prey,PreyGroup,Predator,PredGroup,PredStrategy,FoodSource,Reference,Reference_link,Observation
1244,Diatoms_benthic,Diatoms,Harmothoe_sp,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Bacillariophyceae?)
1245,Diatoms_centric,Diatoms,Harmothoe_sp,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Bacillariophyceae?)
1246,Diatoms_pennate,Diatoms,Harmothoe_sp,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Bacillariophyceae?)
1247,Porifera *,Porifera,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Harmothoe_imbricata; * need to be more specific (which Porifera?)
1248,Foraminifera,Foraminifera,Harmothoe_sp,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Foraminifera,
1249,Colossendeis_megalonyx,Benthos_Misc,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,
1250,Bryozoa,Bryozoa,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,
1251,Bryozoa,Bryozoa,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,
1252,Hydrozoa *,Cnidaria,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,* need to be more specific (which Hydrozoa?)
1253,Holothuroidea *,Echinodermata,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,* need to be more specific (which Holothuroidea?)
1254,Isopoda *,Isopoda,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,* need to be more specific (which Isopoda?)
1255,Detritus,Non-living,Harmothoe_sp,Polychaeta,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,
1256,Zooplankton *,Zooplankton,Hebella_striata,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46553285,* need to be more specific (which Zooplankton?)
1257,Detritus,Non-living,Hemilamprops_chilensis,Cumacea,Deposit-feeder,Detritus,Roccatagliata_pers.com.,NA,
1258,Bacteria,Bacteria,Henricia_obesa,Echinodermata,Suspension-feeder,Primary producer,Anderson_1960,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1259,Diatoms_centric,Diatoms,Henricia_obesa,Echinodermata,Suspension-feeder,Primary producer,Anderson_1960,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1260,Diatoms_pennate,Diatoms,Henricia_obesa,Echinodermata,Suspension-feeder,Primary producer,Anderson_1960,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1261,Foraminifera,Foraminifera,Henricia_obesa,Echinodermata,Suspension-feeder,Primary producer,Anderson_1961,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1262,Diatoms_benthic,Diatoms,Henricia_obesa,Echinodermata,Suspension-feeder,Primary producer,Anderson_1962,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1263,Bacteria,Bacteria,Henricia_studeri,Echinodermata,Suspension-feeder,Primary producer,Anderson_1963,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1264,Diatoms_centric,Diatoms,Henricia_studeri,Echinodermata,Suspension-feeder,Primary producer,Anderson_1964,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1265,Diatoms_pennate,Diatoms,Henricia_studeri,Echinodermata,Suspension-feeder,Primary producer,Anderson_1965,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1266,Foraminifera,Foraminifera,Henricia_studeri,Echinodermata,Suspension-feeder,Primary producer,Anderson_1966,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1267,Diatoms_benthic,Diatoms,Henricia_studeri,Echinodermata,Suspension-feeder,Primary producer,Anderson_1967,https://www.jstor.org/stable/1539257,Inferred from suspended particles feeding
1268,Zooplankton *,Zooplankton,Hermadion_magalhaensi,Polychaeta,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/460767,
1269,Synechococcus_sp,Picophytoplankton,Hexactinellida,Porifera,Suspension-feeder,Primary producer,Pile&Young_2006,https://doi.org/10.1016/j.dsr.2006.03.008,Inferred from Hexactinellida Sericolophus_hawaiicus
1270,Bacteria,Bacteria,Hexactinellida,Porifera,Suspension-feeder,Bacteria,Yahel_etal_2007,https://doi.org/10.4319/lo.2007.52.1.0428,
1271,Gyrodinium_sp,Dinoflagellates,Hexactinellida,Porifera,Suspension-feeder,Heterotroph,Yahel_etal_2007,https://doi.org/10.4319/lo.2007.52.1.0428,Inferred from Pico and Nano Heterotrophs
1272,Protoperidinium_sp,Dinoflagellates,Hexactinellida,Porifera,Suspension-feeder,Heterotroph,Yahel_etal_2007,https://doi.org/10.4319/lo.2007.52.1.0428,Inferred from Pico and Nano Heterotrophs
1273,Foraminifera,Foraminifera,Hexactinellida,Porifera,Suspension-feeder,Heterotroph,Yahel_etal_2007,https://doi.org/10.4319/lo.2007.52.1.0428,Inferred from Pico and Nano Heterotrophs
1274,Emiliania_huxleyi,Coccolithophorids,Hiatella_sp,Bivalvia,Suspension-feeder,Primary producer,Petersen_etal_2003,https://doi.org/10.1007/s00300-003-0483-2,
1275,Diatoms_benthic,Phytoplankton,Hiatella_sp,Bivalvia,Suspension-feeder,Primary producer,Petersen_etal_2003,https://doi.org/10.1007/s00300-003-0483-2,
1276,Diatoms_centric,Phytoplankton,Hiatella_sp,Bivalvia,Suspension-feeder,Primary producer,Petersen_etal_2003,https://doi.org/10.1007/s00300-003-0483-2,
1277,Diatoms_pennate,Phytoplankton,Hiatella_sp,Bivalvia,Suspension-feeder,Primary producer,Petersen_etal_2003,https://doi.org/10.1007/s00300-003-0483-2,
1278,Zooplankton *,Zooplankton,Hincksella_stolonifera,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46553255,* need to be more specific (which Zooplankton?)
1279,Convexella_magelhaenica,Coral,Hippasteria_falklandica,Echinodermata,Hunter,Heterotroph,Mah_2006,https://repository.si.edu/bitstream/handle/10088/21587/iz_Circeaster_Mah.pdf,Inferred from Octocoral
1280,Ideogorgia_laurae,Coral,Hippasteria_falklandica,Echinodermata,Hunter,Heterotroph,Mah_2006,https://repository.si.edu/bitstream/handle/10088/21587/iz_Circeaster_Mah.pdf,Inferred from Octocoral
1281,Primnoella_scotiae,Coral,Hippasteria_falklandica,Echinodermata,Hunter,Heterotroph,Mah_2006,https://repository.si.edu/bitstream/handle/10088/21587/iz_Circeaster_Mah.pdf,Inferred from Octocoral
1282,Primnoisis_antarctica,Coral,Hippasteria_falklandica,Echinodermata,Hunter,Heterotroph,Mah_2006,https://repository.si.edu/bitstream/handle/10088/21587/iz_Circeaster_Mah.pdf,Inferred from Octocoral
1283,Detritus,Non-living,Holostylis_uniramosa,Cumacea,Deposit-feeder,Detritus,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Ekleptostylis_debroyeri
1284,Balticina_africana,Cnidaria,Hormathia_pectinata,Cnidaria,Suspension-feeder,Heterotroph,Schejter_etal_2018,https://ri.conicet.gov.ar/handle/11336/98394,
1285,Foraminifera,Foraminifera,Hyalinoecia_artifex,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,
1286,Peracarida *,Isopoda,Hyalinoecia_artifex,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Peracarida?)
1287,Detritus,Non-living,Ianiropsis_sp,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1288,Detritus,Non-living,Ianthopsis_laevis,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1289,Detritus,Non-living,Iathrippa_menziesi,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1290,Detritus,Non-living,Iathrippa_multidens,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1291,Detritus,Non-living,Iathrippa_sp,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1292,Bacteria,Bacteria,Ideogorgia_laurae,Coral,Suspension-feeder,Bacteria,Elias-Piera_etal_2013,https://doi.org/10.3354/meps10152,Inferred from Octocoral
1293,Diatoms_benthic,Diatoms,Ideogorgia_laurae,Coral,Suspension-feeder,Primary producer,Orejas_etal_2003,https://doi.org/10.3354/meps250105,Inferred from Octocoral
1294,Detritus,Non-living,Ideogorgia_laurae,Coral,Suspension-feeder,Detritus,Orejas_etal_2003,https://doi.org/10.3354/meps250105,Inferred from Octocoral
1295,Tinerfe_cyanea,Zooplankton,Iluocoetes_fimbriatus,Fish_Demersal,Hunter,Heterotroph,Mianzan_etal_1996,https://doi.org/10.1016/0165-7836(95)00459-9,
1296,Zooplankton *,Zooplankton,Inferiolabiata_lowei,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46551224,* need to be more specific (which Zooplankton?)
1297,Porifera *,Porifera,Iphimediidae,Amphipoda,Carnivore,Heterotroph,Dauby_etal_2001,https://doi.org/10.1023/A:1017596120422,Inferred from Iphimediidae
1298,Bacteria,Bacteria,Isodictya_sp,Porifera,Suspension-feeder,Bacteria,Thurber_2007,https://doi.org/10.3354/meps07122,
1299,Phytoplankton *,Phytoplankton,Isometra_vivipara,Echinodermata,Grazer,Primary producer,Encyclopedia of Life,https://eol.org/pages/4705568,
1300,Diatoms_benthic,Diatoms,Jassa_alonsoae,Amphipoda,Suspension-feeder,Primary producer,Dauby_etal_2001,https://doi.org/10.1023/A:1017596120422,Inferred from Jassa_goniamera
1301,Diatoms_centric,Diatoms,Jassa_alonsoae,Amphipoda,Suspension-feeder,Primary producer,Dauby_etal_2001,https://doi.org/10.1023/A:1017596120422,Inferred from Jassa_goniamera
1302,Diatoms_pennate,Diatoms,Jassa_alonsoae,Amphipoda,Suspension-feeder,Primary producer,Dauby_etal_2001,https://doi.org/10.1023/A:1017596120422,Inferred from Jassa_goniamera
1303,Copepoda *,Zooplankton,Jassa_alonsoae,Amphipoda,Suspension-feeder,Heterotroph,Dauby_etal_2001,https://doi.org/10.1023/A:1017596120422,Inferred from Jassa_goniamera
1304,Detritus,Non-living,Joeropsis_curvicornis,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1305,Detritus,Non-living,Joeropsis_intermedius,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1306,Detritus,Non-living,Joeropsis_sp,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1307,Bacteria,Bacteria,Laboea_strobila,Ciliates,Suspension-feeder,Bacteria,Bernard&Rassoulzadegan_1990,https://www.int-res.com/articles/meps/64/m064p147.pdf,Inferred from Ciliates
1308,Amphipoda *,Amphipoda,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Amphipoda?)
1309,Colossendeis_megalonyx,Benthos_Misc,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Pycnogonida
1310,Ophiuroidea *,Echinodermata,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Ophiuroidea?)
1311,Isopoda *,Isopoda,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Isopoda?)
1312,Detritus,Non-living,Laetmonice_producta,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,
1313,Ophiacantha_sp,Echinodermata,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/464065,
1314,Hydrozoa *,Cnidaria,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Pettibone_1963,See LeonGonzalez_etal_2009 (pag 89),
1315,Diatoms_benthic,Diatoms,Laetmonice_producta,Polychaeta,Deposit-feeder,Primary producer,Pettibone_1963,See LeonGonzalez_etal_2009 (pag 89),
1316,Diatoms_centric,Diatoms,Laetmonice_producta,Polychaeta,Deposit-feeder,Primary producer,Pettibone_1963,See LeonGonzalez_etal_2009 (pag 89),
1317,Diatoms_pennate,Diatoms,Laetmonice_producta,Polychaeta,Deposit-feeder,Primary producer,Pettibone_1963,See LeonGonzalez_etal_2009 (pag 89),
1318,Polychaeta *,Polychaeta,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Pettibone_1963,See LeonGonzalez_etal_2009 (pag 89),
1319,Porifera *,Porifera,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Pettibone_1963,See LeonGonzalez_etal_2009 (pag 89),
1320,Zooplankton *,Zooplankton,Lafoea_dumosa,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46552160,* need to be more specific (which Zooplankton?)
1321,Pogonolycus_elegans,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010,https://doi.org/10.3354/meps08826,
1322,Iluocoetes_fimbriatus,Fish_Demersal,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010,https://doi.org/10.3354/meps08826,
1323,Melanostigma_gelatinosum,Fish_Demersal,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010,https://doi.org/10.3354/meps08826,
1324,Doryteuthis_gahi,Cephalopoda,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1325,Enteroctopodidae,Cephalopoda,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1326,Grimothea_gregaria,Decapoda,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1327,Patagonotothen_cornucola,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1328,Patagonotothen_elegans,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1329,Patagonotothen_guntheri,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1330,Patagonotothen_kreffti,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1331,Patagonotothen_ramsayi,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1332,Sprattus_fuegensis,Fish_Pel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,NA,
1333,Actinopterygii *,Fish_BenPel,Lagenorhynchus_cruciger,MarineMammals_1,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Lagenorhynchus%20cruciger,* need to be more specific (which Actinopterygii?)
1334,Doryteuthis_gahi,Cephalopoda,Lagenorhynchus_cruciger,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010,https://doi.org/10.3354/meps08826,
1335,Sprattus_fuegensis,Fish_Pel,Lagenorhynchus_cruciger,MarineMammals_2,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Lagenorhynchus%20cruciger,* need to be more specific (which Actinopterygii?)
1336,Detritus,Non-living,Lanice_sp,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Lanice_conchilega
1337,Phytoplankton *,Phytoplankton,Lanice_sp,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Lanice_conchilega
1338,Larvae_Fish,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Hunter_1990,https://books.google.com.ar/books?hl=es&lr=&id=TZbRp0z5-p0C&oi=fnd&pg=PA287&dq=larvae+fish+feeding&ots=QoUrG4fw5-&sig=-OLyyd-N0X_49LjM4shDvH5uXps#v=onepage&q=larvae%20fish%20feeding&f=false,
1339,Phytoplankton *,Phytoplankton,Larvae_Fish,Zooplankton,Hunter,Primary producer,Llopiz_2013,https://doi.org/10.1016/j.jmarsys.2012.05.002,
1340,Eggs_Fish,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Llopiz_2013,https://doi.org/10.1016/j.jmarsys.2012.05.002,
1341,Oithona_spp,Copepoda,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Llopiz_2013,https://doi.org/10.1016/j.jmarsys.2012.05.002,Aggregated: Oithona_atlantica and Oithona_similis
1342,Copepodite,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Bruno_pers.com.,NA,
1343,Calanus_spp,Copepoda,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Capitanio_pers.com.,NA,Aggregated: Calanus_australis and Calanus_simillimus
1344,Larvae_Nauplii,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Capitanio_pers.com.,NA,
1345,Appendicularia_spp,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Purcell_etal_2005,"Purcell, J. E., Sturdevant, M. V., & Galt, C. P. (2005). A review of appendicularians as prey of invertebrate and fish predators. Response of marine ecosystems to global changes: ecological impact of appendicularians, 359-435.",
1346,Strombidium_sp,Ciliates,Larvae_Nauplii,Zooplankton,Suspension-feeder,Heterotroph,Saiz_etal_2014,https://doi.org/10.4319/lo.2014.59.6.2077,
1347,Emiliania_huxleyi,Coccolithophorids,Larvae_Nauplii,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014,https://doi.org/10.4319/lo.2014.59.6.2077,
1348,Phaeocystis_antarctica,Coccolithophorids,Larvae_Nauplii,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014,https://doi.org/10.4319/lo.2014.59.6.2077,
1349,Diatoms_benthic,Diatoms,Larvae_Nauplii,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014,https://doi.org/10.4319/lo.2014.59.6.2077,* need to be more specific (which Bacillariophyceae?)
1350,Diatoms_centric,Diatoms,Larvae_Nauplii,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014,https://doi.org/10.4319/lo.2014.59.6.2077,* need to be more specific (which Bacillariophyceae?)
1351,Diatoms_pennate,Diatoms,Larvae_Nauplii,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014,https://doi.org/10.4319/lo.2014.59.6.2077,* need to be more specific (which Bacillariophyceae?)
1352,Gymnodinium_sp,Dinoflagellates,Larvae_Nauplii,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014,https://doi.org/10.4319/lo.2014.59.6.2077,
1353,Themisto_gaudichaudii,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,
1354,Ascidiacea *,Ascidiacea,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,* need to be more specific (which Ascidiacea?)
1355,Actiniaria *,Cnidaria,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,* need to be more specific (which Actiniaria?)
1356,Holothuroidea *,Echinodermata,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,* need to be more specific (which Holothuroidea?)
1357,Ophiuroidea *,Echinodermata,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,* need to be more specific (which Ophiuroidea?)
1358,Lepidonotothen_squamifrons,Fish_BenPel,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,
1359,Austrodoris_sp,Gastropoda,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,
1360,Polychaeta *,Polychaeta,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,* need to be more specific (which Polychaeta?)
1361,Eggs_Fish,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,
1362,Pseudosagitta_gazellae,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,
1363,Tinerfe_cyanea,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,
1364,Themisto_gaudichaudii,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006,https://doi.org/10.1111/j.1095-8649.2006.01076.x,
1365,Aega_semicarinata,Isopoda,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006,https://doi.org/10.1111/j.1095-8649.2006.01076.x,
1366,Laetmonice_producta,Polychaeta,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006,https://doi.org/10.1111/j.1095-8649.2006.01076.x,
1367,Copepoda *,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006,https://doi.org/10.1111/j.1095-8649.2006.01076.x,* need to be more specific (which Copepoda?)
1368,Euphausia_spp,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006,https://doi.org/10.1111/j.1095-8649.2006.01076.x,Inferred from Euphausia_sp
1369,Euphausia_spp,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006,https://doi.org/10.1111/j.1095-8649.2006.01076.x,
1370,Diatoms_benthic,Diatoms,Leptochiton_kerguelensis,Polyplacophora,Grazer,Primary producer,Urteaga_pers.com.,NA,* which Phytoplankton is epiphytic? consultar con Ire y cia
1371,Detritus,Non-living,Leptochiton_kerguelensis,Polyplacophora,Deposit-feeder,Detritus,Sirenko_abstract,NA,Congress abstract got from D Urteaga
1372,Bryozoa,Bryozoa,Leptochiton_kerguelensis,Polyplacophora,Grazer,Heterotroph,Urteaga_pers.com.,NA,"Inferred from Bryozoan colony form (Taylor et al. 2013, https://doi.org/10.1111/sed.12032)"
1373,Diatoms_benthic,Diatoms,Leptochiton_medinae,Polyplacophora,Grazer,Primary producer,Urteaga_pers.com.,NA,* which Phytoplankton is epiphytic? consultar con Ire y cia
1374,Bryozoa,Bryozoa,Leptochiton_medinae,Polyplacophora,Grazer,Heterotroph,Urteaga_pers.com.,NA,"Inferred from Bryozoan colony form (Taylor et al. 2013, https://doi.org/10.1111/sed.12032)"
1375,Detritus,Non-living,Leptochiton_medinae,Polyplacophora,Deposit-feeder,Detritus,Urteaga_pers.com.,NA,Congress abstract got from D Urteaga
1376,Detritus,Non-living,Leptychaster_sp,Echinodermata,Deposit-feeder,Detritus,Gale_etal_2013,https://doi.org/10.1016/j.dsr.2013.05.016,
1377,Detritus,Non-living,Leucon_septemdentatus,Cumacea,Deposit-feeder,Detritus,Roccatagliata_pers.com.,NA,
1378,Polychaeta *,Polychaeta,Leucosyrinx_angusteplicata,Gastropoda,Hunter,Heterotroph,Pastorino_pers.com.,NA,* need to be more specific (which Polychaeta?)
1379,Detritus,Non-living,Leucothoe_spinicarpa,Amphipoda,Suspension-feeder,Detritus,Terron-Sigler_etal_2016,http://dx.doi.org/10.12681/mms.1298,
1380,Cumacea *,Zooplankton,Leucothoe_spinicarpa,Amphipoda,Carnivore,Heterotroph,Terron-Sigler_etal_2016,http://dx.doi.org/10.12681/mms.1298,Inferred from Crustacea
1381,Detritus,Non-living,Libidoclaea_granaria,Decapoda,Suspension-feeder,Detritus,Funes_etal_2022,https://doi.org/10.1038/s41598-022-14363-y,Inferred from San Jorge Gulf FW
1382,Coscinodiscus_sp,Diatoms,Limopsis_sp,Bivalvia,Suspension-feeder,Primary producer,Martin_etal_1995,https://aquadocs.org/bitstream/handle/1834/26697/Bastida24.pdf?sequence=1,Taken from Limopsis_hirtella
1383,Pseudonitzschia_sp,Diatoms,Limopsis_sp,Bivalvia,Suspension-feeder,Primary producer,Martin_etal_1995,https://aquadocs.org/bitstream/handle/1834/26697/Bastida24.pdf?sequence=1,Taken from Limopsis_hirtella
1384,Dinophysis_acuminata,Dinoflagellates,Limopsis_sp,Bivalvia,Suspension-feeder,Primary producer,Martin_etal_1995,https://aquadocs.org/bitstream/handle/1834/26697/Bastida24.pdf?sequence=1,Taken from Limopsis_hirtella
1385,Detritus,Non-living,Limopsis_sp,Bivalvia,Suspension-feeder,Primary producer,Martin_etal_1995,https://aquadocs.org/bitstream/handle/1834/26697/Bastida24.pdf?sequence=1,Taken from Limopsis_hirtella
1386,Detritus,Non-living,Liotella_crassicostata,Gastropoda,Deposit-feeder,Detritus,Encyclopedia of Life,https://eol.org/pages/33077165,
1387,Diatoms_benthic,Diatoms,Liothyrella_uva,Brachiopoda,Suspension-feeder,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,Inferred from Phytoplankton
1388,Detritus,Non-living,Liothyrella_uva,Brachiopoda,Suspension-feeder,Heterotroph,Steele-Petrovic_1976,https://www.palass.org/publications/palaeontology-journal/archive/19/3/article_pp417-436,Inferred from Brachiopoda
