,Prey,PreyGroup,Predator,PredGroup,PredStrategy,FoodSource,Reference,Reference_link,Observation
953,Patagonotothen_kreffti,Fish_BenPel,Globicephala_melas,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.,,
954,Patagonotothen_ramsayi,Fish_BenPel,Globicephala_melas,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.,,
955,Cumacea *,Cumacea,Glycera_capitata,Polychaeta,Hunter,Heterotroph,Retiere_1967,Ver LeonGonzalez_etal_2009 (pag 215),* consultar S. Calla
956,Detritus,Non-living,Glycera_capitata,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,
957,Eunereis_patagonica,Polychaeta,Glycera_capitata,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Nereididae,Inferred from Nereididae
958,Nicon_maculata,Polychaeta,Glycera_capitata,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Nereididae,Inferred from Nereididae
959,Syllidae,Polychaeta,Glycera_capitata,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Syllidae,
960,Cumacea *,Cumacea,Glycera_papillosa,Polychaeta,Hunter,Heterotroph,Retiere_1967,Ver LeonGonzalez_etal_2009 (pag 215),* consultar S. Calla
961,Detritus,Non-living,Glycera_papillosa,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Glycera_capitata
962,Eunereis_patagonica,Polychaeta,Glycera_papillosa,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Nereididae,Inferred from Nereididae
963,Nicon_maculata,Polychaeta,Glycera_papillosa,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Nereididae,Inferred from Nereididae
964,Syllidae,Polychaeta,Glycera_papillosa,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Syllidae,
965,Zooplankton *,Zooplankton,Grammaria_abietina,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46552151,* need to be more specific (which Zooplankton?)
966,Coscinodiscus_sp,Bacillariophyceae,Gymnodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gymnodinium&targetTaxon,
967,Emiliania_huxleyi,Coccolithophorids,Gymnodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,Encyclopedia of Life,https://eol.org/pages/901805,
968,Phaeocystis_antarctica,Coccolithophorids,Gymnodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gymnodinium&targetTaxon,
969,Synechococcus_sp,Picophytoplankton,Gymnodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gymnodinium&targetTaxon,
970,Thalassionema_nitzschioides,Bacillariophyceae,Gymnodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gymnodinium&targetTaxon,
971,Bacillariophyceae *,Bacillariophyceae,Gyrodinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gyrodinium&targetTaxon,* need to be more specific (which Bacillariophyceae?)
972,Zooplankton *,Zooplankton,Halecium_beanii,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46551948,* need to be more specific (which Zooplankton?)
973,Zooplankton *,Zooplankton,Halecium_delicatulum,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46551931,* need to be more specific (which Zooplankton?)
974,Zooplankton *,Zooplankton,Halecium_jaederholmi,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46551988,* need to be more specific (which Zooplankton?)
975,Aglaophamus_virginis,Polychaeta,Halicarcinus_planatus,Decapoda,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Aglaophamus,
976,Amphipoda *,Amphipoda,Halicarcinus_planatus,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,* sp < 25 mm. Consultar M Diez
977,Detritus,Non-living,Halicarcinus_planatus,Decapoda,Suspension-feeder,Detritus,LeBourg_PhDTesis_2020,https://www.researchgate.net/publication/342305523_Trophic_ecology_of_Southern_Ocean_sea_stars_Influence_of_environmental_drivers_on_trophic_diversity,
978,Isopoda *,Isopoda,Halicarcinus_planatus,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,* sp < 25 mm. Consultar M Diez
979,Bacillariophyceae *,Bacillariophyceae,Haliclona_sp,Porifera,Suspension-feeder,Primary producer,Marina_etal_2018,https://doi.org/10.1016/j.ecss.2017.10.015,Inferred from Potter Cove FW (Antarctic Peninsula); * need to be more specific (which Bacillariophyceae?)
980,Detritus,Non-living,Haliclona_sp,Porifera,Suspension-feeder,Detritus,Marina_etal_2018,https://doi.org/10.1016/j.ecss.2017.10.015,Inferred from Potter Cove FW (Antarctic Peninsula)
981,Amphipoda *,Amphipoda,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Harmothoe_imbricata; * need to be more specific (which Amphipoda?)
982,Aspidostoma_giganteum,Bryozoa,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,
983,Bacillariophyceae *,Bacillariophyceae,Harmothoe_sp,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Bacillariophyceae?)
984,Burdwoodipora_paguricola,Bryozoa,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,
985,Colossendeis_megalonyx,Benthos_Misc,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,
986,Detritus,Non-living,Harmothoe_sp,Polychaeta,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,
987,Foraminifera,Foraminifera,Harmothoe_sp,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Foraminifera,
988,Holothuroidea *,Echinodermata,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,* need to be more specific (which Holothuroidea?)
989,Hydrozoa *,Cnidaria,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,* need to be more specific (which Hydrozoa?)
990,Isopoda *,Isopoda,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Harmothoe,* need to be more specific (which Isopoda?)
991,Porifera *,Porifera,Harmothoe_sp,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Harmothoe_imbricata; * need to be more specific (which Porifera?)
992,Zooplankton *,Zooplankton,Hebella_striata,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46553285,* need to be more specific (which Zooplankton?)
993,Detritus,Non-living,Hemilamprops_chilensis,Cumacea,Deposit-feeder,Detritus,Roccatagliata_pers.com.,,
994,Phytoplankton *,Phytoplankton,Henricia_obesa,Echinodermata,Grazer,Primary producer,Fraysse_pers.com.,,
995,Phytoplankton *,Phytoplankton,Henricia_studeri,Echinodermata,Grazer,Primary producer,Encyclopedia of Life,https://eol.org/pages/46556522,
996,Zooplankton *,Zooplankton,Hermadion_magalhaensi,Polychaeta,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/460767,
997,Zooplankton *,Zooplankton,Hincksella_stolonifera,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46553255,* need to be more specific (which Zooplankton?)
998,Octocorals,Cnidaria,Hippasteria_falklandica,Echinodermata,Hunter,Heterotroph,,,
999,Detritus,Non-living,Holostylis_uniramosa,Cumacea,Deposit-feeder,Detritus,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Ekleptostylis_debroyeri
1000,Anthoptilum_grandiflorum,Cnidaria,Hormathia_pectinata,Cnidaria,Suspension-feeder,Heterotroph,Schejter_etal_2018,https://ri.conicet.gov.ar/handle/11336/98394,
1001,Halipteris_africana,Cnidaria,Hormathia_pectinata,Cnidaria,Suspension-feeder,Heterotroph,Schejter_etal_2018,https://ri.conicet.gov.ar/handle/11336/98394,
1002,Foraminifera,Foraminifera,Hyalinoecia_artifex,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,
1003,Peracarida *,Isopoda,Hyalinoecia_artifex,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Peracarida?)
1004,Dissostichus_eleginoides,Fish_BenPel,Hyperoodon_planifrons,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017,https://doi.org/10.3354/meps12296,
1005,Doryteuthis_gahi,Cephalopoda,Hyperoodon_planifrons,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017,https://doi.org/10.3354/meps12296,
1006,Macruronus_novaezelandiae,Fish_BenPel,Hyperoodon_planifrons,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.,,
1007,Micromesistius_australis,Fish_Pel,Hyperoodon_planifrons,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017,https://doi.org/10.3354/meps12296,
1008,Detritus,Non-living,Ianiropsis_sp,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1009,Detritus,Non-living,Ianthopsis_laevis,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1010,Detritus,Non-living,Iathrippa_menziesi,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1011,Detritus,Non-living,Iathrippa_multidens,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1012,Detritus,Non-living,Iathrippa_sp,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1013,Tinerfe_cyanea,Zooplankton,Iluocoetes_fimbriatus,Fish_Demersal,Hunter,Heterotroph,Mianzan_etal_1996,https://doi.org/10.1016/0165-7836(95)00459-9,
1014,Zooplankton *,Zooplankton,Inferiolabiata_lowei,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46551224,* need to be more specific (which Zooplankton?)
1015,Bacteria,Bacteria,Isodictya_sp,Porifera,Suspension-feeder,Bacteria,Thurber_2007,https://doi.org/10.3354/meps07122,
1016,Phytoplankton *,Phytoplankton,Isometra_vivipara,Echinodermata,Grazer,Primary producer,Encyclopedia of Life,https://eol.org/pages/4705568,
1017,Detritus,Non-living,Joeropsis_curvicornis,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1018,Detritus,Non-living,Joeropsis_intermedius,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1019,Detritus,Non-living,Joeropsis_sp,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1020,Amphipoda *,Amphipoda,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Amphipoda?)
1021,Bacillariophyceae *,Bacillariophyceae,Laetmonice_producta,Polychaeta,Deposit-feeder,Primary producer,Pettibone_1963,Ver LeonGonzalez_etal_2009 (pag 89),
1022,Colossendeis_megalonyx,Benthos_Misc,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Pycnogonida
1023,Detritus,Non-living,Laetmonice_producta,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,
1024,Hydrozoa *,Cnidaria,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Pettibone_1963,Ver LeonGonzalez_etal_2009 (pag 89),
1025,Isopoda *,Isopoda,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Isopoda?)
1026,Ophiacantha_sp,Echinodermata,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/464065,
1027,Ophiuroidea *,Echinodermata,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,* need to be more specific (which Ophiuroidea?)
1028,Polychaeta *,Polychaeta,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Pettibone_1963,Ver LeonGonzalez_etal_2009 (pag 89),
1029,Porifera *,Porifera,Laetmonice_producta,Polychaeta,Hunter,Heterotroph,Pettibone_1963,Ver LeonGonzalez_etal_2009 (pag 89),
1030,Zooplankton *,Zooplankton,Lafoea_dumosa,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46552160,* need to be more specific (which Zooplankton?)
1031,Doryteuthis_gahi,Cephalopoda,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,,
1032,Enteroctopus_megalocyathus,Cephalopoda,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,,
1033,Iluocoetes_fimbriatus,Fish_Demersal,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010,https://doi.org/10.3354/meps08826,
1034,Melanostigma_gelatinosum,Fish_Demersal,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010,https://doi.org/10.3354/meps08826,
1035,Munida_gregaria,Decapoda,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,,
1036,Patagonotothen_cornucola,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,,
1037,Patagonotothen_elegans,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,,
1038,Patagonotothen_guntheri,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,,
1039,Patagonotothen_kreffti,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,,
1040,Patagonotothen_ramsayi,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,,
1041,Pogonolycus_elegans,Fish_BenPel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010,https://doi.org/10.3354/meps08826,
1042,Sprattus_fuegensis,Fish_Pel,Lagenorhynchus_australis,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.,,
1043,Actinopterygii *,Fish_BenPel,Lagenorhynchus_cruciger,MarineMammals_1,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Lagenorhynchus%20cruciger,* need to be more specific (which Actinopterygii?)
1044,Doryteuthis_gahi,Cephalopoda,Lagenorhynchus_cruciger,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010,https://doi.org/10.3354/meps08826,
1045,Sprattus_fuegensis,Fish_Pel,Lagenorhynchus_cruciger,MarineMammals_2,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Lagenorhynchus%20cruciger,* need to be more specific (which Actinopterygii?)
1046,Detritus,Non-living,Lanice_sp,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Lanice_conchilega
1047,Phytoplankton *,Phytoplankton,Lanice_sp,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Lanice_conchilega
1048,Appendicularia_spp,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Purcell_etal_2005,https://books.google.com.ar/books?hl=es&lr=&id=qSJsKEhV3FsC&oi=fnd&pg=PA365&dq=A+review+of+appendicularians+as+prey+of+invertebrates+and+fish+predators.&ots=lxJkByK4ZK&sig=B7IHglDwl20emsMMAZofZH9TTRU#v=onepage&q=A%20review%20of%20appendicularians%20as%20prey%20of%20invertebrates%20and%20fish%20predators.&f=false,
1049,Calanus_spp,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Capitanio_pers.com.,,Aggregated: Calanus_australis and Calanus_simillimus
1050,Copepodite,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Bruno_pers.com.,,
1051,Eggs_Fish,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Llopiz_2013,https://doi.org/10.1016/j.jmarsys.2012.05.002,
1052,Larvae_Fish,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Hunter_1990,https://books.google.com.ar/books?hl=es&lr=&id=TZbRp0z5-p0C&oi=fnd&pg=PA287&dq=larvae+fish+feeding&ots=QoUrG4fw5-&sig=-OLyyd-N0X_49LjM4shDvH5uXps#v=onepage&q=larvae%20fish%20feeding&f=false,
1053,Larvae_Nauplii,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Capitanio_pers.com.,,
1054,Oithona_spp,Zooplankton,Larvae_Fish,Zooplankton,Hunter,Heterotroph,Llopiz_2013,https://doi.org/10.1016/j.jmarsys.2012.05.002,Aggregated: Oithona_atlantica and Oithona_similis
1055,Phytoplankton *,Phytoplankton,Larvae_Fish,Zooplankton,Hunter,Primary producer,Llopiz_2013,https://doi.org/10.1016/j.jmarsys.2012.05.002,
1056,Bacillariophyceae *,Bacillariophyceae,Larvae_Nauplii,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014,https://doi.org/10.4319/lo.2014.59.6.2077,* need to be more specific (which Bacillariophyceae?)
1057,Emiliania_huxleyi,Coccolithophorids,Larvae_Nauplii,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014,https://doi.org/10.4319/lo.2014.59.6.2077,
1058,Gymnodinium_sp,Dinoflagellates,Larvae_Nauplii,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014,https://doi.org/10.4319/lo.2014.59.6.2077,
1059,Phaeocystis_antarctica,Coccolithophorids,Larvae_Nauplii,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014,https://doi.org/10.4319/lo.2014.59.6.2077,
1060,Strombidium_sp,Ciliates,Larvae_Nauplii,Zooplankton,Suspension-feeder,Heterotroph,Saiz_etal_2014,https://doi.org/10.4319/lo.2014.59.6.2077,
1061,Actiniaria *,Cnidaria,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,* need to be more specific (which Actiniaria?)
1062,Aega_semicarinata,Isopoda,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006,https://doi.org/10.1111/j.1095-8649.2006.01076.x,
1063,Ascidiacea *,Ascidiacea,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,* need to be more specific (which Ascidiacea?)
1064,Austrodoris_sp,Gastropoda,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,
1065,Copepoda *,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006,https://doi.org/10.1111/j.1095-8649.2006.01076.x,* need to be more specific (which Copepoda?)
1066,Eggs_Fish,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,
1067,Euphausia_spp,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006,https://doi.org/10.1111/j.1095-8649.2006.01076.x,Inferred from Euphausia_sp
1068,Euphausia_spp,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006,https://doi.org/10.1111/j.1095-8649.2006.01076.x,
1069,Holothuroidea *,Echinodermata,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,* need to be more specific (which Holothuroidea?)
1070,Laetmonice_producta,Polychaeta,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006,https://doi.org/10.1111/j.1095-8649.2006.01076.x,
1071,Lepidonotothen_squamifrons,Fish_BenPel,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,
1072,Ophiuroidea *,Echinodermata,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,* need to be more specific (which Ophiuroidea?)
1073,Polychaeta *,Polychaeta,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,* need to be more specific (which Polychaeta?)
1074,Pseudosagitta_gazellae,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,
1075,Themisto_gaudichaudii,Amphipoda,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006,https://doi.org/10.1111/j.1095-8649.2006.01076.x,
1076,Themisto_gaudichaudii,Amphipoda,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,
1077,Tinerfe_cyanea,Zooplankton,Lepidonotothen_squamifrons,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=7385&genus=Lepidonotothen&species=squamifrons,
1078,Aspidostoma_giganteum,Bryozoa,Leptochiton_kerguelensis,Polyplacophora,Grazer,Heterotroph,Urteaga_pers.com.,NA,"Inferred from Bryozoan colony form (Taylor et al. 2013, https://doi.org/10.1111/sed.12032)"
1079,Detritus,Non-living,Leptochiton_kerguelensis,Polyplacophora,Deposit-feeder,Detritus,Sirenko_abstract,NA,Congress abstract got from D Urteaga
1080,Phytoplankton *,Phytoplankton,Leptochiton_kerguelensis,Polyplacophora,Grazer,Primary producer,Encyclopedia of Life,https://eol.org/pages/4942178,* which Phytoplankton is epiphytic? consultar con Ire y cia
1081,Phytoplankton *,Phytoplankton,Leptochiton_kerguelensis,Polyplacophora,Grazer,Primary producer,Encyclopedia of Life,https://eol.org/pages/4942178,"* Grazing, need to be more specific (which Phytoplankton?)"
1082,Aspidostoma_giganteum,Bryozoa,Leptochiton_medinae,Polyplacophora,Grazer,Heterotroph,Urteaga_pers.com.,NA,"Inferred from Bryozoan colony form (Taylor et al. 2013, https://doi.org/10.1111/sed.12032)"
1083,Detritus,Non-living,Leptochiton_medinae,Polyplacophora,Deposit-feeder,Detritus,Urteaga_pers.com.,NA,Congress abstract got from D Urteaga
1084,Phytoplankton *,Phytoplankton,Leptochiton_medinae,Polyplacophora,Grazer,Primary producer,Encyclopedia of Life,https://eol.org/pages/4942208,* which Phytoplankton is epiphytic? consultar con Ire y cia
1085,Phytoplankton *,Phytoplankton,Leptochiton_medinae,Polyplacophora,Grazer,Primary producer,Encyclopedia of Life,https://eol.org/pages/4942208,"* Grazing, need to be more specific (which Phytoplankton?)"
1086,Detritus,Non-living,Leptychaster_sp,Echinodermata,Deposit-feeder,Detritus,Gale_etal_2013,https://doi.org/10.1016/j.dsr.2013.05.016,
1087,Detritus,Non-living,Leucon_septemdentatus,Cumacea,Deposit-feeder,Detritus,Roccatagliata_pers.com.,,
1088,Polychaeta *,Polychaeta,Leucosyrinx_angusteplicata,Gastropoda,Hunter,Heterotroph,Pastorino_pers.com.,,* need to be more specific (which Polychaeta?)
1089,Phytoplankton *,Phytoplankton,Limopsis_sp,Bivalvia,Suspension-feeder,Primary producer,Encyclopedia of Life,https://eol.org/pages/46466341,
1090,Detritus,Non-living,Liotella_crassicostata,Gastropoda,Deposit-feeder,Detritus,Encyclopedia of Life,https://eol.org/pages/33077165,
1091,Phytoplankton *,Phytoplankton,Liothyrella_uva,Brachiopoda,Suspension-feeder,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,* need to be more specific (which Phytoplankton?)
1092,Phytoplankton *,Phytoplankton,Litarcturus_americanus,Isopoda,Suspension-feeder,PrimaryProducer,Doti_pers.com.,NA,* consultar por phytoplankton resuspendido
1093,Austrocidaris_canaliculata,Echinodermata,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1094,Austrocidaris_spinulosida,Echinodermata,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1095,Liothyrella_uva,Brachiopoda,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1096,Magellania_venosa,Brachiopoda,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1097,Necromass,Non-living,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
1098,Porifera *,Porifera,Lithodes_confundens,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.,,
